date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:01:31	512225/512225	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d10-9b441%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_bg_pc_02.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_bg_pc_02.jpg	(from https://www.leqom.com/view/page/story)
10:01:32	69596/69596	---M--	200	added ('OK')	image/png	etag:%2264a7a045-10fdc%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_01.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_01.png	(from https://www.leqom.com/view/page/story)
10:01:32	160066/160066	---M--	200	added ('OK')	image/png	etag:%2264c215f2-27142%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_04.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_04.png	(from https://www.leqom.com/view/page/story)
10:01:32	54837/54837	---M--	200	added ('OK')	image/png	etag:%2264bf3991-d635%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_05.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_05.png	(from https://www.leqom.com/view/page/story)
10:01:32	25753/25753	---M--	200	added ('OK')	image/png	etag:%2264c215f3-6499%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_01.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_01.png	(from https://www.leqom.com/view/page/story)
10:01:32	28434/28434	---M--	200	added ('OK')	image/png	etag:%2264c215f3-6f12%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_02.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_02.png	(from https://www.leqom.com/view/page/story)
10:01:33	26874/26874	---M--	200	added ('OK')	image/png	etag:%2264c215f3-68fa%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_03.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_feature_03.png	(from https://www.leqom.com/view/page/story)
10:01:33	115767/115767	---M--	200	added ('OK')	image/jpeg	etag:%22649934f2-67f2f%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/intro_bg_sp.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/intro_bg_sp.jpg	(from https://www.leqom.com/view/page/story)
10:01:33	153533/153533	---M--	200	added ('OK')	image/png	etag:%22684e5d6d-257bd%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_06.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_06.png	(from https://www.leqom.com/view/page/story)
10:01:34	138412/138412	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d10-4b3db%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_01.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_01.jpg	(from https://www.leqom.com/view/page/story)
10:01:35	109493/109493	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d10-534b3%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_02.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_02.jpg	(from https://www.leqom.com/view/page/story)
10:01:35	102716/102716	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d10-45b71%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_03.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_03.jpg	(from https://www.leqom.com/view/page/story)
10:01:36	65600/65600	---M--	200	added ('OK')	image/jpeg	etag:%2264a7a85e-24ca0%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_iemitsu.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_iemitsu.jpg	(from https://www.leqom.com/view/page/story)
10:01:36	87648/87648	---M--	200	added ('OK')	image/png	etag:%2264a7a85e-15660%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_07.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_07.png	(from https://www.leqom.com/view/page/story)
10:01:37	148001/148001	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d11-54ebb%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_05.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_05.jpg	(from https://www.leqom.com/view/page/story)
10:01:37	109337/109337	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d11-429e3%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_06.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_img_06.jpg	(from https://www.leqom.com/view/page/story)
10:01:38	57213/57213	---M--	200	added ('OK')	image/jpeg	etag:%2264a7d13f-21d54%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/voice/voice_img_kosaka.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/voice/voice_img_kosaka.jpg	(from https://www.leqom.com/view/page/story)
10:01:38	54260/54260	---M--	200	added ('OK')	image/jpeg	etag:%2264a7d13f-201f1%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/voice/voice_img_hirata.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/voice/voice_img_hirata.jpg	(from https://www.leqom.com/view/page/story)
10:01:38	5492/5492	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:39%20GMT	https://www.leqom.com/view/asset/user-2-1-17-476d9cb1981c664a8e787bd2a6766d2a.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-17-476d9cb1981c664a8e787bd2a6766d2a.js	(from https://www.leqom.com/view/page/story)
10:01:38	14622/14622	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:39%20GMT	https://www.leqom.com/view/asset/system-2-1-17-454bfb860a4a3ab02cde31b94c852d6e.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-17-454bfb860a4a3ab02cde31b94c852d6e.js	(from https://www.leqom.com/view/page/story)
10:01:39	204004/204004	---M--	200	added ('OK')	image/jpeg	etag:%22683dabb9-6b7e3%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_bg_pc_01.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_bg_pc_01.jpg	(from https://www.leqom.com/view/page/diosgenin)
10:01:39	155685/155685	---M--	200	added ('OK')	image/jpeg	etag:%22683dabba-7531a%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_01.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_01.jpg	(from https://www.leqom.com/view/page/diosgenin)
10:01:39	81085/81085	---M--	200	added ('OK')	image/jpeg	etag:%22683dabbb-4c0e0%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_02.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_02.jpg	(from https://www.leqom.com/view/page/diosgenin)
10:01:39	44208/44208	---M--	200	added ('OK')	image/png	etag:%22683dabbb-acb0%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_03.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_03.png	(from https://www.leqom.com/view/page/diosgenin)
10:01:39	46896/46896	---M--	200	added ('OK')	image/png	etag:%22683dabbb-b730%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_04.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/diosgenin/diosgenin_img_04.png	(from https://www.leqom.com/view/page/diosgenin)
